study,pair,date,side,outcome,tie,k,bucket
single z,NZDJPY,2022-09-30,bottom,reversal,False,15,3
single z,NZDJPY,2023-03-24,bottom,timeout,False,20,3
single z,NZDJPY,2023-05-08,top,timeout,False,20,3
single z,NZDJPY,2023-06-14,top,timeout,False,20,3
single z,NZDJPY,2023-09-29,top,timeout,False,20,3
single z,NZDJPY,2023-11-03,top,timeout,False,20,3
single z,NZDJPY,2024-02-09,top,timeout,False,20,3
single z,NZDJPY,2024-04-26,top,timeout,False,20,3
single z,NZDJPY,2024-06-11,top,continuation,False,8,1
single z,NZDJPY,2024-08-02,bottom,continuation,False,8,3
single z,NZDJPY,2025-02-03,bottom,continuation,False,19,2
single z,NZDJPY,2025-03-10,bottom,continuation,False,20,3
single z,NZDJPY,2025-04-10,bottom,timeout,False,20,2
single z,NZDJPY,2025-11-26,top,timeout,False,20,3
single z,NZDJPY,2026-01-20,top,continuation,False,14,3
single z,NZDJPY,2026-05-29,top,reversal,False,13,3
single z,NZDJPY,2026-06-26,bottom,reversal,False,11,3
single z,NZDJPY,2026-07-15,top,reversal,False,13,3
single stretch,EURUSD,2009-03-19,top,timeout,False,20,3
single stretch,EURUSD,2009-05-21,top,timeout,False,20,3
single stretch,EURUSD,2009-08-03,top,timeout,False,20,3
single stretch,EURUSD,2009-09-08,top,continuation,False,10,3
single stretch,EURUSD,2009-12-17,bottom,timeout,False,20,3
single stretch,EURUSD,2010-01-20,bottom,continuation,False,12,3
single stretch,EURUSD,2010-03-24,bottom,timeout,False,20,3
single stretch,EURUSD,2010-04-27,bottom,continuation,False,7,3
single stretch,EURUSD,2010-09-23,top,continuation,False,16,3
single stretch,EURUSD,2010-11-04,top,reversal,False,4,2
single stretch,EURUSD,2011-03-21,top,timeout,False,20,2
single stretch,EURUSD,2011-04-27,top,reversal,False,11,3
single stretch,EURUSD,2011-09-12,bottom,timeout,False,20,3
single stretch,EURUSD,2011-12-14,bottom,timeout,False,20,2
single stretch,EURUSD,2012-01-16,bottom,reversal,False,10,3
single stretch,EURUSD,2012-05-16,bottom,timeout,False,20,3
single stretch,EURUSD,2012-07-13,bottom,timeout,False,20,3
single stretch,EURUSD,2012-12-19,top,timeout,False,20,3
single stretch,EURUSD,2013-10-04,top,timeout,False,20,3
single stretch,EURUSD,2014-07-28,bottom,timeout,False,20,3
single stretch,EURUSD,2014-10-13,bottom,timeout,False,20,3
single stretch,EURUSD,2014-12-30,bottom,continuation,False,11,3
single stretch,EURUSD,2015-02-17,bottom,continuation,False,8,1
single stretch,EURUSD,2015-08-25,top,timeout,False,20,3
single stretch,EURUSD,2015-11-09,bottom,timeout,False,20,3
single stretch,EURUSD,2016-10-24,bottom,reversal,False,12,3
single stretch,EURUSD,2016-11-17,bottom,timeout,False,20,3
single stretch,EURUSD,2016-12-16,bottom,timeout,False,20,3
single stretch,EURUSD,2017-04-26,top,timeout,False,20,3
single stretch,EURUSD,2017-06-01,top,timeout,False,20,3
single stretch,EURUSD,2017-07-07,top,continuation,False,13,3
single stretch,EURUSD,2017-08-28,top,timeout,False,20,2
single stretch,EURUSD,2018-01-03,top,continuation,False,16,3
single stretch,EURUSD,2018-05-03,bottom,timeout,False,20,3
single stretch,EURUSD,2018-08-13,bottom,timeout,False,20,3
single stretch,EURUSD,2018-11-13,bottom,timeout,False,20,3
single stretch,EURUSD,2020-02-13,bottom,reversal,False,12,3
single stretch,EURUSD,2020-03-09,top,reversal,False,6,3
single stretch,EURUSD,2020-06-05,top,timeout,False,20,3
single stretch,EURUSD,2020-07-22,top,continuation,False,7,3
single stretch,EURUSD,2020-12-03,top,timeout,False,20,3
single stretch,EURUSD,2021-03-31,bottom,reversal,False,11,3
single stretch,EURUSD,2021-07-08,bottom,timeout,False,20,2
single stretch,EURUSD,2021-09-30,bottom,timeout,False,20,3
single stretch,EURUSD,2021-11-16,bottom,timeout,False,20,3
single stretch,EURUSD,2022-03-07,bottom,timeout,False,20,3
single stretch,EURUSD,2022-04-27,bottom,timeout,False,20,3
single stretch,EURUSD,2022-07-07,bottom,timeout,False,20,3
single stretch,EURUSD,2022-09-27,bottom,timeout,False,20,3
single stretch,EURUSD,2022-12-01,top,timeout,False,20,2
single stretch,EURUSD,2023-01-09,top,continuation,False,17,1
single stretch,EURUSD,2023-09-14,bottom,timeout,False,20,3
single stretch,EURUSD,2023-11-20,top,reversal,False,13,2
single stretch,EURUSD,2023-12-27,top,timeout,False,20,3
single stretch,EURUSD,2024-04-12,bottom,timeout,False,20,3
single stretch,EURUSD,2024-10-17,bottom,continuation,False,17,3
single stretch,EURUSD,2024-12-18,bottom,timeout,False,20,3
single stretch,EURUSD,2025-04-03,top,continuation,False,6,3
single stretch,EURUSD,2025-06-12,top,timeout,False,20,3
single stretch,EURUSD,2026-01-26,top,continuation,False,2,2
single stretch,EURUSD,2026-03-13,bottom,timeout,False,20,3
single stretch,EURUSD,2026-06-23,bottom,timeout,False,20,3
single stretch,EURUSD,2026-08-19,top,reversal,False,20,3
single stretch,GBPUSD,2009-01-20,bottom,timeout,False,20,3
single stretch,GBPUSD,2009-05-19,top,continuation,False,9,3
single stretch,GBPUSD,2009-06-16,top,timeout,False,20,2
single stretch,GBPUSD,2009-07-31,top,timeout,False,20,3
single stretch,GBPUSD,2009-09-11,top,reversal,False,5,3
single stretch,GBPUSD,2009-10-21,top,timeout,False,20,3
single stretch,GBPUSD,2010-02-05,bottom,continuation,False,16,3
single stretch,GBPUSD,2010-03-15,bottom,timeout,False,20,3
single stretch,GBPUSD,2010-05-14,bottom,timeout,False,20,3
single stretch,GBPUSD,2010-07-27,top,timeout,False,20,3
single stretch,GBPUSD,2011-05-02,top,reversal,False,9,3
single stretch,GBPUSD,2011-09-20,bottom,timeout,False,20,3
single stretch,GBPUSD,2012-04-30,top,reversal,False,13,3
single stretch,GBPUSD,2012-05-31,bottom,timeout,False,20,3
single stretch,GBPUSD,2012-09-12,top,timeout,False,20,2
single stretch,GBPUSD,2013-01-29,bottom,continuation,False,17,3
single stretch,GBPUSD,2013-09-12,top,continuation,False,13,3
single stretch,GBPUSD,2014-01-01,top,timeout,False,20,3
single stretch,GBPUSD,2014-05-07,top,timeout,False,20,3
single stretch,GBPUSD,2014-07-01,top,timeout,False,20,3
single stretch,GBPUSD,2014-08-14,bottom,continuation,False,16,3
single stretch,GBPUSD,2014-10-06,bottom,timeout,False,20,3
single stretch,GBPUSD,2014-11-07,bottom,timeout,False,20,2
single stretch,GBPUSD,2014-12-08,bottom,continuation,False,20,2
single stretch,GBPUSD,2015-01-16,bottom,timeout,False,20,3
single stretch,GBPUSD,2015-03-16,bottom,timeout,False,20,3
single stretch,GBPUSD,2015-05-14,top,timeout,False,20,3
single stretch,GBPUSD,2015-06-19,top,timeout,False,20,3
single stretch,GBPUSD,2016-01-01,bottom,continuation,False,12,3
single stretch,GBPUSD,2016-02-25,bottom,timeout,False,20,3
single stretch,GBPUSD,2016-06-28,bottom,timeout,False,20,3
single stretch,GBPUSD,2016-08-15,bottom,reversal,False,15,2
single stretch,GBPUSD,2016-10-05,bottom,continuation,False,5,3
single stretch,GBPUSD,2017-04-19,top,timeout,False,20,3
single stretch,GBPUSD,2017-05-22,top,reversal,False,4,1
single stretch,GBPUSD,2018-01-15,top,continuation,False,7,3
single stretch,GBPUSD,2018-05-07,bottom,timeout,False,20,3
single stretch,GBPUSD,2018-06-05,bottom,timeout,False,20,2
single stretch,GBPUSD,2018-08-09,bottom,timeout,False,20,3
single stretch,GBPUSD,2019-02-28,top,timeout,False,20,3
single stretch,GBPUSD,2019-05-23,bottom,timeout,False,20,3
single stretch,GBPUSD,2019-07-10,bottom,continuation,False,14,3
single stretch,GBPUSD,2019-10-21,top,timeout,False,20,3
single stretch,GBPUSD,2019-12-05,top,continuation,False,6,3
single stretch,GBPUSD,2020-03-17,bottom,timeout,False,20,3
single stretch,GBPUSD,2020-07-30,top,continuation,False,13,1
single stretch,GBPUSD,2020-08-19,top,reversal,False,15,2
single stretch,GBPUSD,2021-02-16,top,timeout,False,20,3
single stretch,GBPUSD,2021-09-30,bottom,timeout,False,20,3
single stretch,GBPUSD,2021-12-09,bottom,reversal,False,15,3
single stretch,GBPUSD,2022-03-14,bottom,timeout,False,20,3
single stretch,GBPUSD,2022-04-25,bottom,continuation,False,2,2
single stretch,GBPUSD,2022-06-14,bottom,timeout,False,20,3
single stretch,GBPUSD,2022-07-13,bottom,timeout,False,20,2
single stretch,GBPUSD,2022-09-01,bottom,continuation,False,16,3
single stretch,GBPUSD,2022-12-05,top,timeout,False,20,3
single stretch,GBPUSD,2023-06-19,top,timeout,False,20,3
single stretch,GBPUSD,2023-09-21,bottom,timeout,False,20,3
single stretch,GBPUSD,2023-11-29,top,reversal,False,6,1
single stretch,GBPUSD,2024-07-15,top,timeout,False,20,3
single stretch,GBPUSD,2024-08-22,top,timeout,False,20,3
single stretch,GBPUSD,2024-09-24,top,reversal,False,16,3
single stretch,GBPUSD,2024-11-18,bottom,timeout,False,20,3
single stretch,GBPUSD,2025-01-13,bottom,timeout,False,20,3
single stretch,GBPUSD,2025-03-10,top,timeout,False,20,3
single stretch,GBPUSD,2025-04-22,top,timeout,False,20,3
single stretch,GBPUSD,2025-05-23,top,timeout,False,20,3
single stretch,GBPUSD,2025-10-30,bottom,timeout,False,20,3
single stretch,GBPUSD,2026-01-26,top,timeout,False,20,3
single stretch,GBPUSD,2026-08-21,top,reversal,False,19,3
single stretch,USDJPY,2009-02-25,top,timeout,False,20,2
single stretch,USDJPY,2009-10-06,bottom,timeout,False,20,3
single stretch,USDJPY,2010-01-01,top,reversal,False,14,3
single stretch,USDJPY,2010-03-31,top,timeout,False,20,3
single stretch,USDJPY,2010-06-30,bottom,timeout,False,20,3
single stretch,USDJPY,2010-08-03,bottom,timeout,False,20,3
single stretch,USDJPY,2010-09-07,bottom,reversal,False,7,2
single stretch,USDJPY,2010-10-07,bottom,timeout,False,20,3
single stretch,USDJPY,2011-03-16,bottom,reversal,False,10,3
single stretch,USDJPY,2011-04-06,top,reversal,False,14,3
single stretch,USDJPY,2011-07-25,bottom,timeout,False,20,3
single stretch,USDJPY,2012-02-16,top,continuation,False,6,3
single stretch,USDJPY,2012-05-31,bottom,reversal,False,16,3
single stretch,USDJPY,2012-10-25,top,continuation,False,19,3
single stretch,USDJPY,2013-03-07,top,timeout,False,20,3
single stretch,USDJPY,2013-04-19,top,timeout,False,20,3
single stretch,USDJPY,2013-11-21,top,timeout,False,20,3
single stretch,USDJPY,2014-01-07,top,reversal,False,19,3
single stretch,USDJPY,2014-08-20,top,continuation,False,13,3
single stretch,USDJPY,2014-12-22,top,reversal,False,17,1
single stretch,USDJPY,2015-05-26,top,timeout,False,20,3
single stretch,USDJPY,2015-08-24,bottom,reversal,False,3,1
single stretch,USDJPY,2016-01-06,bottom,reversal,False,17,3
single stretch,USDJPY,2016-02-10,bottom,timeout,False,20,3
single stretch,USDJPY,2016-04-05,bottom,continuation,False,18,3
single stretch,USDJPY,2016-07-01,bottom,reversal,False,13,2
single stretch,USDJPY,2016-11-14,top,continuation,False,9,3
single stretch,USDJPY,2017-04-12,bottom,reversal,False,14,3
single stretch,USDJPY,2018-01-24,bottom,continuation,False,14,1
single stretch,USDJPY,2018-02-22,bottom,timeout,False,20,3
single stretch,USDJPY,2018-05-01,top,reversal,False,20,2
single stretch,USDJPY,2018-07-11,top,timeout,False,20,3
single stretch,USDJPY,2018-09-27,top,timeout,False,20,3
single stretch,USDJPY,2018-12-24,bottom,continuation,False,8,3
single stretch,USDJPY,2019-01-09,bottom,timeout,False,20,3
single stretch,USDJPY,2019-05-13,bottom,timeout,False,20,3
single stretch,USDJPY,2019-06-20,bottom,reversal,False,12,2
single stretch,USDJPY,2019-08-05,bottom,timeout,False,20,3
single stretch,USDJPY,2020-03-05,bottom,continuation,False,2,3
single stretch,USDJPY,2020-07-28,bottom,timeout,False,20,3
single stretch,USDJPY,2020-11-06,bottom,timeout,False,20,3
single stretch,USDJPY,2021-02-04,top,continuation,False,20,3
single stretch,USDJPY,2021-07-01,top,reversal,False,12,3
single stretch,USDJPY,2021-09-29,top,timeout,False,20,3
single stretch,USDJPY,2021-11-16,top,reversal,False,10,3
single stretch,USDJPY,2022-03-11,top,continuation,False,7,3
single stretch,USDJPY,2022-05-17,top,reversal,False,5,1
single stretch,USDJPY,2022-06-01,top,continuation,False,5,3
single stretch,USDJPY,2022-06-17,top,timeout,False,20,3
single stretch,USDJPY,2022-09-30,top,continuation,False,12,2
single stretch,USDJPY,2022-10-24,top,reversal,False,13,3
single stretch,USDJPY,2022-12-01,bottom,timeout,False,20,3
single stretch,USDJPY,2022-12-30,bottom,timeout,False,20,3
single stretch,USDJPY,2023-05-18,top,timeout,False,20,3
single stretch,USDJPY,2023-06-16,top,reversal,False,18,2
single stretch,USDJPY,2023-09-05,top,timeout,False,20,2
single stretch,USDJPY,2023-10-25,top,reversal,False,19,3
single stretch,USDJPY,2023-12-07,bottom,timeout,False,20,3
single stretch,USDJPY,2024-02-13,top,timeout,False,20,3
single stretch,USDJPY,2024-05-29,top,timeout,False,20,3
single stretch,USDJPY,2024-07-31,bottom,continuation,False,3,3
single stretch,USDJPY,2024-08-20,bottom,timeout,False,20,3
single stretch,USDJPY,2024-12-19,top,timeout,False,20,3
single stretch,USDJPY,2025-02-21,bottom,timeout,False,20,3
single stretch,USDJPY,2025-04-16,bottom,timeout,False,20,3
single stretch,USDJPY,2025-07-31,top,timeout,False,20,3
single stretch,USDJPY,2025-10-07,top,timeout,False,20,3
single stretch,USDJPY,2025-11-05,top,timeout,False,20,3
single stretch,USDJPY,2026-01-12,top,reversal,False,10,3
single stretch,USDJPY,2026-06-18,top,timeout,False,20,2
single stretch,USDJPY,2026-07-21,top,reversal,False,7,3
single stretch,USDJPY,2026-07-31,bottom,timeout,False,20,3
single stretch,USDCAD,2009-05-04,bottom,continuation,False,19,3
single stretch,USDCAD,2009-06-09,bottom,timeout,False,20,3
single stretch,USDCAD,2009-07-22,bottom,timeout,False,20,3
single stretch,USDCAD,2009-10-12,bottom,timeout,False,20,3
single stretch,USDCAD,2010-04-05,bottom,timeout,False,20,3
single stretch,USDCAD,2011-09-22,top,timeout,False,20,3
single stretch,USDCAD,2012-05-18,top,timeout,False,20,3
single stretch,USDCAD,2012-08-09,bottom,timeout,False,20,3
single stretch,USDCAD,2012-09-07,bottom,timeout,False,20,2
single stretch,USDCAD,2013-02-20,top,timeout,False,20,3
single stretch,USDCAD,2013-11-29,top,timeout,False,20,3
single stretch,USDCAD,2014-01-08,top,continuation,False,10,3
single stretch,USDCAD,2014-06-20,bottom,timeout,False,20,3
single stretch,USDCAD,2014-10-03,top,timeout,False,20,3
single stretch,USDCAD,2014-12-12,top,timeout,False,20,3
single stretch,USDCAD,2015-03-10,top,timeout,False,20,2
single stretch,USDCAD,2015-07-07,top,timeout,False,20,3
single stretch,USDCAD,2015-08-24,top,timeout,False,20,2
single stretch,USDCAD,2015-12-08,top,timeout,False,20,3
single stretch,USDCAD,2016-03-04,bottom,timeout,False,20,3
single stretch,USDCAD,2016-04-12,bottom,timeout,False,20,3
single stretch,USDCAD,2017-03-08,top,timeout,False,20,3
single stretch,USDCAD,2017-04-28,top,timeout,False,20,3
single stretch,USDCAD,2017-06-28,bottom,continuation,False,10,3
single stretch,USDCAD,2017-08-24,bottom,continuation,False,9,3
single stretch,USDCAD,2017-10-26,top,timeout,False,20,3
single stretch,USDCAD,2018-01-05,bottom,timeout,False,20,2
single stretch,USDCAD,2018-03-05,top,timeout,False,20,3
single stretch,USDCAD,2018-06-19,top,timeout,False,20,3
single stretch,USDCAD,2018-12-21,top,timeout,False,20,3
single stretch,USDCAD,2019-06-26,bottom,timeout,False,20,3
single stretch,USDCAD,2019-12-31,bottom,timeout,False,20,3
single stretch,USDCAD,2020-02-27,top,continuation,False,7,3
single stretch,USDCAD,2020-08-05,bottom,timeout,False,20,3
single stretch,USDCAD,2020-12-03,bottom,timeout,False,20,3
single stretch,USDCAD,2021-04-29,bottom,timeout,False,20,3
single stretch,USDCAD,2021-07-19,top,timeout,False,20,3
single stretch,USDCAD,2021-08-19,top,timeout,False,20,3
single stretch,USDCAD,2021-11-26,top,timeout,False,20,3
single stretch,USDCAD,2022-05-10,top,reversal,False,17,3
single stretch,USDCAD,2022-09-20,top,continuation,False,4,3
single stretch,USDCAD,2022-10-14,top,reversal,False,9,2
single stretch,USDCAD,2023-03-08,top,reversal,False,18,3
single stretch,USDCAD,2023-06-15,bottom,timeout,False,20,3
single stretch,USDCAD,2023-08-25,top,timeout,False,20,3
single stretch,USDCAD,2023-10-04,top,timeout,False,20,3
single stretch,USDCAD,2023-12-15,bottom,timeout,False,20,3
single stretch,USDCAD,2024-04-12,top,timeout,False,20,3
single stretch,USDCAD,2024-07-29,top,reversal,False,16,3
single stretch,USDCAD,2024-08-23,bottom,timeout,False,20,3
single stretch,USDCAD,2024-10-14,top,timeout,False,20,3
single stretch,USDCAD,2024-11-13,top,continuation,False,9,2
single stretch,USDCAD,2024-12-06,top,continuation,False,8,3
single stretch,USDCAD,2025-01-17,top,reversal,False,1,2
single stretch,USDCAD,2025-04-11,bottom,timeout,False,20,3
single stretch,USDCAD,2025-06-04,bottom,timeout,False,20,3
single stretch,USDCAD,2025-12-12,bottom,continuation,False,10,2
single stretch,USDCAD,2026-01-27,bottom,timeout,False,20,3
single stretch,USDCAD,2026-03-30,top,reversal,False,15,3
single stretch,USDCAD,2026-06-05,top,continuation,False,8,3
single stretch,USDCAD,2026-08-19,bottom,reversal,False,20,2
single stretch,NZDUSD,2009-03-23,top,timeout,False,20,3
single stretch,NZDUSD,2009-05-08,top,timeout,False,20,3
single stretch,NZDUSD,2009-06-11,top,timeout,False,20,3
single stretch,NZDUSD,2009-08-03,top,timeout,False,20,3
single stretch,NZDUSD,2009-09-08,top,continuation,False,20,3
single stretch,NZDUSD,2010-02-08,bottom,timeout,False,20,3
single stretch,NZDUSD,2010-05-20,bottom,timeout,False,20,3
single stretch,NZDUSD,2010-10-06,top,continuation,False,20,3
single stretch,NZDUSD,2011-03-16,bottom,reversal,False,11,3
single stretch,NZDUSD,2011-04-08,top,timeout,False,20,3
single stretch,NZDUSD,2011-05-27,top,timeout,False,20,3
single stretch,NZDUSD,2011-07-08,top,continuation,False,13,3
single stretch,NZDUSD,2011-09-23,bottom,timeout,False,20,3
single stretch,NZDUSD,2012-01-23,top,continuation,False,6,1
single stretch,NZDUSD,2012-02-13,top,reversal,False,16,2
single stretch,NZDUSD,2012-05-08,bottom,continuation,False,11,3
single stretch,NZDUSD,2012-09-13,top,timeout,False,20,3
single stretch,NZDUSD,2012-12-12,top,reversal,False,10,3
single stretch,NZDUSD,2013-04-10,top,timeout,False,20,3
single stretch,NZDUSD,2013-05-17,bottom,continuation,False,17,2
single stretch,NZDUSD,2013-10-16,top,reversal,False,10,2
single stretch,NZDUSD,2014-03-17,top,timeout,False,20,3
single stretch,NZDUSD,2014-08-20,bottom,continuation,False,20,3
single stretch,NZDUSD,2015-01-26,bottom,timeout,False,20,3
single stretch,NZDUSD,2015-05-29,bottom,timeout,False,20,3
single stretch,NZDUSD,2015-08-05,bottom,continuation,False,13,2
single stretch,NZDUSD,2015-09-04,bottom,timeout,False,20,3
single stretch,NZDUSD,2015-10-15,top,timeout,False,20,3
single stretch,NZDUSD,2016-06-09,top,timeout,False,20,3
single stretch,NZDUSD,2016-07-08,top,reversal,False,9,3
single stretch,NZDUSD,2017-03-08,bottom,timeout,False,20,3
single stretch,NZDUSD,2017-06-08,top,continuation,False,4,1
single stretch,NZDUSD,2017-06-23,top,continuation,False,20,2
single stretch,NZDUSD,2017-07-26,top,reversal,False,20,3
single stretch,NZDUSD,2017-10-20,bottom,timeout,False,20,3
single stretch,NZDUSD,2018-01-05,top,continuation,False,6,2
single stretch,NZDUSD,2018-01-31,top,timeout,False,20,3
single stretch,NZDUSD,2018-04-25,bottom,timeout,False,20,3
single stretch,NZDUSD,2018-06-27,bottom,timeout,False,20,3
single stretch,NZDUSD,2018-08-09,bottom,timeout,False,20,3
single stretch,NZDUSD,2018-09-07,bottom,timeout,False,20,3
single stretch,NZDUSD,2018-10-10,bottom,reversal,False,19,3
single stretch,NZDUSD,2018-11-15,top,timeout,False,20,3
single stretch,NZDUSD,2019-04-24,bottom,timeout,False,20,3
single stretch,NZDUSD,2019-09-19,bottom,timeout,False,20,3
single stretch,NZDUSD,2019-12-06,top,continuation,False,17,3
single stretch,NZDUSD,2020-02-07,bottom,reversal,False,3,0
single stretch,NZDUSD,2020-02-20,bottom,continuation,False,6,2
single stretch,NZDUSD,2020-03-12,bottom,continuation,False,4,3
single stretch,NZDUSD,2020-07-08,top,timeout,False,20,2
single stretch,NZDUSD,2020-09-01,top,timeout,False,20,3
single stretch,NZDUSD,2020-11-11,top,timeout,False,20,3
single stretch,NZDUSD,2020-12-29,top,continuation,False,6,2
single stretch,NZDUSD,2021-02-24,top,reversal,False,7,3
single stretch,NZDUSD,2021-06-18,bottom,timeout,False,20,3
single stretch,NZDUSD,2021-11-26,bottom,timeout,False,20,3
single stretch,NZDUSD,2022-01-27,bottom,timeout,False,20,3
single stretch,NZDUSD,2022-04-26,bottom,timeout,False,20,3
single stretch,NZDUSD,2022-06-13,bottom,timeout,False,20,3
single stretch,NZDUSD,2022-09-20,bottom,continuation,False,6,3
single stretch,NZDUSD,2022-10-06,bottom,timeout,False,20,3
single stretch,NZDUSD,2022-11-30,top,continuation,False,1,0
single stretch,NZDUSD,2022-12-07,top,continuation,False,4,1
single stretch,NZDUSD,2023-08-16,bottom,timeout,False,20,3
single stretch,NZDUSD,2023-12-01,top,continuation,False,19,2
single stretch,NZDUSD,2024-04-01,bottom,timeout,False,20,3
single stretch,NZDUSD,2024-07-24,bottom,reversal,False,19,3
single stretch,NZDUSD,2024-08-23,top,timeout,False,20,3
single stretch,NZDUSD,2024-09-24,top,reversal,False,11,3
single stretch,NZDUSD,2024-11-13,bottom,timeout,False,20,3
single stretch,NZDUSD,2024-12-12,bottom,continuation,False,14,2
single stretch,NZDUSD,2025-01-17,bottom,reversal,False,5,2
single stretch,NZDUSD,2025-09-25,bottom,timeout,False,20,3
single stretch,NZDUSD,2025-11-04,bottom,timeout,False,20,3
single stretch,NZDUSD,2026-01-22,top,timeout,False,20,3
single stretch,AUDUSD,2009-04-13,top,timeout,False,20,3
single stretch,AUDUSD,2009-05-18,top,timeout,False,20,3
single stretch,AUDUSD,2009-07-31,top,timeout,False,20,3
single stretch,AUDUSD,2009-09-16,top,timeout,False,20,3
single stretch,AUDUSD,2010-05-18,bottom,timeout,False,20,3
single stretch,AUDUSD,2010-09-13,top,continuation,False,6,1
single stretch,AUDUSD,2010-11-03,top,reversal,False,17,2
single stretch,AUDUSD,2011-04-07,top,continuation,False,17,3
single stretch,AUDUSD,2011-08-08,bottom,timeout,False,20,3
single stretch,AUDUSD,2011-09-22,bottom,timeout,False,20,3
single stretch,AUDUSD,2012-01-27,top,timeout,False,20,3
single stretch,AUDUSD,2012-05-09,bottom,continuation,False,17,3
single stretch,AUDUSD,2013-05-10,bottom,continuation,False,8,3
single stretch,AUDUSD,2013-06-19,bottom,timeout,False,20,3
single stretch,AUDUSD,2013-08-01,bottom,timeout,False,20,3
single stretch,AUDUSD,2013-10-17,top,reversal,False,18,3
single stretch,AUDUSD,2013-11-27,bottom,timeout,False,20,3
single stretch,AUDUSD,2013-12-26,bottom,timeout,False,20,3
single stretch,AUDUSD,2014-01-24,bottom,timeout,False,20,3
single stretch,AUDUSD,2014-04-08,top,continuation,False,2,1
single stretch,AUDUSD,2014-09-12,bottom,continuation,False,13,3
single stretch,AUDUSD,2014-11-06,bottom,timeout,False,20,3
single stretch,AUDUSD,2015-01-23,bottom,timeout,False,20,3
single stretch,AUDUSD,2015-03-10,bottom,reversal,False,10,3
single stretch,AUDUSD,2015-09-01,bottom,timeout,False,20,3
single stretch,AUDUSD,2016-03-07,top,timeout,False,20,3
single stretch,AUDUSD,2016-04-19,top,reversal,False,10,3
single stretch,AUDUSD,2016-12-22,bottom,reversal,False,18,3
single stretch,AUDUSD,2017-05-09,bottom,timeout,False,20,3
single stretch,AUDUSD,2017-07-14,top,timeout,False,20,3
single stretch,AUDUSD,2017-10-26,bottom,timeout,False,20,3
single stretch,AUDUSD,2017-12-07,bottom,reversal,False,5,2
single stretch,AUDUSD,2018-01-02,top,continuation,False,13,3
single stretch,AUDUSD,2018-04-25,bottom,continuation,False,4,1
single stretch,AUDUSD,2018-05-08,bottom,reversal,False,19,3
single stretch,AUDUSD,2018-06-19,bottom,timeout,False,20,3
single stretch,AUDUSD,2018-09-07,bottom,timeout,False,20,3
single stretch,AUDUSD,2019-01-02,bottom,continuation,False,1,3
single stretch,AUDUSD,2019-08-01,bottom,timeout,False,20,3
single stretch,AUDUSD,2019-12-27,top,timeout,False,20,3
single stretch,AUDUSD,2020-01-30,bottom,timeout,False,20,3
single stretch,AUDUSD,2020-06-01,top,timeout,False,20,3
single stretch,AUDUSD,2020-07-21,top,timeout,False,20,2
single stretch,AUDUSD,2020-08-28,top,reversal,False,18,3
single stretch,AUDUSD,2020-12-03,top,continuation,False,19,3
single stretch,AUDUSD,2021-01-12,top,timeout,False,20,3
single stretch,AUDUSD,2021-02-19,top,timeout,False,20,3
single stretch,AUDUSD,2021-06-18,bottom,timeout,False,20,3
single stretch,AUDUSD,2021-07-19,bottom,timeout,False,20,3
single stretch,AUDUSD,2021-08-17,bottom,reversal,False,13,2
single stretch,AUDUSD,2022-01-28,bottom,timeout,False,20,3
single stretch,AUDUSD,2022-05-02,bottom,timeout,False,20,3
single stretch,AUDUSD,2022-09-23,bottom,timeout,False,20,3
single stretch,AUDUSD,2023-01-25,top,timeout,False,20,3
single stretch,AUDUSD,2023-03-07,bottom,timeout,False,20,3
single stretch,AUDUSD,2023-08-16,bottom,timeout,False,20,3
single stretch,AUDUSD,2023-11-28,top,timeout,False,20,3
single stretch,AUDUSD,2024-09-24,top,timeout,False,20,3
single stretch,AUDUSD,2024-11-15,bottom,timeout,False,20,3
single stretch,AUDUSD,2024-12-17,bottom,timeout,False,20,3
single stretch,AUDUSD,2025-04-04,bottom,reversal,False,8,3
single stretch,AUDUSD,2025-09-16,top,reversal,False,18,3
single stretch,AUDUSD,2025-12-24,top,timeout,False,20,3
single stretch,AUDUSD,2026-01-22,top,continuation,False,5,3
single stretch,AUDUSD,2026-02-20,top,timeout,False,20,2
single stretch,AUDUSD,2026-06-24,bottom,timeout,False,20,3
single stretch,USDCHF,2009-05-22,bottom,timeout,False,20,3
single stretch,USDCHF,2009-10-14,bottom,timeout,False,20,3
single stretch,USDCHF,2010-02-04,top,continuation,False,1,1
single stretch,USDCHF,2010-05-04,top,continuation,False,11,3
single stretch,USDCHF,2010-07-01,bottom,timeout,False,20,3
single stretch,USDCHF,2010-08-31,bottom,timeout,False,20,3
single stretch,USDCHF,2011-03-16,bottom,timeout,False,20,3
single stretch,USDCHF,2011-05-27,bottom,timeout,False,20,3
single stretch,USDCHF,2011-07-13,bottom,continuation,False,14,3
single stretch,USDCHF,2011-09-08,top,timeout,False,20,3
single stretch,USDCHF,2011-11-25,top,timeout,False,20,3
single stretch,USDCHF,2012-01-05,top,reversal,False,13,2
single stretch,USDCHF,2012-05-15,top,timeout,False,20,3
single stretch,USDCHF,2012-07-10,top,timeout,False,20,3
single stretch,USDCHF,2012-12-18,bottom,timeout,False,20,3
single stretch,USDCHF,2013-03-06,top,timeout,False,20,3
single stretch,USDCHF,2013-05-17,top,reversal,False,14,3
single stretch,USDCHF,2013-09-30,bottom,timeout,False,20,3
single stretch,USDCHF,2013-12-10,bottom,timeout,False,20,3
