study,pair,date,side,outcome,tie,k,bucket
single pct_b,GBPJPY,2018-02-09,bottom,timeout,False,20,3
single pct_b,GBPJPY,2018-04-10,top,reversal,False,20,3
single pct_b,GBPJPY,2018-05-24,bottom,timeout,False,20,3
single pct_b,GBPJPY,2018-07-11,top,reversal,False,20,3
single pct_b,GBPJPY,2018-09-13,top,timeout,False,20,2
single pct_b,GBPJPY,2018-10-18,bottom,timeout,False,20,2
single pct_b,GBPJPY,2018-12-10,bottom,continuation,False,18,3
single pct_b,GBPJPY,2019-01-23,top,timeout,False,20,3
single pct_b,GBPJPY,2019-02-25,top,timeout,False,20,3
single pct_b,GBPJPY,2019-04-25,bottom,continuation,False,14,2
single pct_b,GBPJPY,2019-07-16,bottom,continuation,False,12,3
single pct_b,GBPJPY,2019-09-05,top,timeout,False,20,3
single pct_b,GBPJPY,2019-10-11,top,continuation,False,4,2
single pct_b,GBPJPY,2019-11-18,top,reversal,False,4,1
single pct_b,GBPJPY,2019-11-27,top,continuation,False,11,1
single pct_b,GBPJPY,2019-12-13,top,timeout,False,20,3
single pct_b,GBPJPY,2020-02-03,bottom,reversal,False,14,2
single pct_b,GBPJPY,2020-02-28,bottom,continuation,False,9,3
single pct_b,GBPJPY,2020-05-06,bottom,reversal,False,19,3
single pct_b,GBPJPY,2020-07-30,top,continuation,False,19,2
single pct_b,GBPJPY,2020-08-31,top,reversal,False,6,2
single pct_b,GBPJPY,2020-09-10,bottom,timeout,False,20,3
single pct_b,GBPJPY,2020-10-28,bottom,reversal,False,8,1
single pct_b,GBPJPY,2020-12-31,top,timeout,False,20,3
single pct_b,GBPJPY,2021-05-10,top,timeout,False,20,3
single pct_b,GBPJPY,2021-06-17,bottom,timeout,False,20,2
single pct_b,GBPJPY,2021-07-19,bottom,timeout,False,20,3
single pct_b,GBPJPY,2021-08-17,bottom,timeout,False,20,2
single pct_b,GBPJPY,2021-09-20,bottom,reversal,False,15,3
single pct_b,GBPJPY,2021-11-05,bottom,timeout,False,20,3
single pct_b,GBPJPY,2021-12-23,top,continuation,False,9,3
single pct_b,GBPJPY,2022-01-24,bottom,reversal,False,13,3
single pct_b,GBPJPY,2022-02-28,bottom,reversal,False,16,3
single pct_b,GBPJPY,2022-05-12,bottom,reversal,False,17,3
single pct_b,GBPJPY,2022-08-01,bottom,timeout,False,20,3
single pct_b,GBPJPY,2022-09-06,top,reversal,False,12,2
single pct_b,GBPJPY,2022-09-23,bottom,reversal,False,7,3
single pct_b,GBPJPY,2022-10-17,top,timeout,False,20,2
single pct_b,GBPJPY,2022-12-20,bottom,timeout,False,20,3
single pct_b,GBPJPY,2023-02-21,top,timeout,False,20,3
single pct_b,GBPJPY,2023-04-28,top,timeout,False,20,3
single pct_b,GBPJPY,2023-07-27,bottom,reversal,False,10,3
single pct_b,GBPJPY,2023-08-16,top,timeout,False,20,3
single pct_b,GBPJPY,2023-09-21,bottom,timeout,False,20,3
single pct_b,GBPJPY,2023-10-31,top,continuation,False,10,2
single pct_b,GBPJPY,2023-12-07,bottom,timeout,False,20,3
single pct_b,GBPJPY,2024-01-10,top,timeout,False,20,3
single pct_b,GBPJPY,2024-02-13,top,timeout,False,20,3
single pct_b,GBPJPY,2024-03-19,top,timeout,False,20,3
single pct_b,GBPJPY,2024-04-24,top,continuation,False,2,2
single pct_b,GBPJPY,2024-06-21,top,continuation,False,13,3
single pct_b,GBPJPY,2024-07-23,bottom,continuation,False,6,3
single pct_b,GBPJPY,2024-09-06,bottom,reversal,False,11,2
single pct_b,GBPJPY,2024-10-28,top,timeout,False,20,3
single pct_b,GBPJPY,2024-11-26,bottom,timeout,False,20,3
single pct_b,GBPJPY,2025-01-10,bottom,timeout,False,20,3
single pct_b,GBPJPY,2025-03-17,top,reversal,False,14,3
single pct_b,GBPJPY,2025-05-01,top,timeout,False,20,3
single pct_b,GBPJPY,2025-06-23,top,timeout,False,20,2
single pct_b,GBPJPY,2025-08-01,bottom,reversal,False,7,2
single pct_b,GBPJPY,2025-09-12,top,reversal,False,13,1
single pct_b,GBPJPY,2025-10-06,top,timeout,False,20,3
single pct_b,GBPJPY,2025-11-04,bottom,reversal,False,9,2
single pct_b,GBPJPY,2025-11-20,top,timeout,False,20,3
single pct_b,GBPJPY,2026-01-13,top,reversal,False,9,3
single pct_b,GBPJPY,2026-02-11,bottom,timeout,False,20,3
single pct_b,GBPJPY,2026-04-10,top,timeout,False,20,3
single pct_b,GBPJPY,2026-06-18,bottom,reversal,False,8,2
single pct_b,GBPJPY,2026-07-06,top,reversal,False,18,3
single pct_b,CADJPY,2009-02-24,top,timeout,False,20,3
single pct_b,CADJPY,2009-03-26,top,timeout,False,20,3
single pct_b,CADJPY,2009-05-04,top,timeout,False,20,3
single pct_b,CADJPY,2009-06-22,bottom,timeout,False,20,3
single pct_b,CADJPY,2009-07-23,top,timeout,False,20,3
single pct_b,CADJPY,2009-09-25,bottom,reversal,False,10,2
single pct_b,CADJPY,2009-10-12,top,timeout,False,20,3
single pct_b,CADJPY,2009-11-26,bottom,reversal,False,18,3
single pct_b,CADJPY,2010-01-21,bottom,timeout,False,20,3
single pct_b,CADJPY,2010-03-31,top,timeout,False,20,3
single pct_b,CADJPY,2010-05-06,bottom,timeout,False,20,3
single pct_b,CADJPY,2010-06-29,bottom,timeout,False,20,3
single pct_b,CADJPY,2010-08-11,bottom,timeout,False,20,2
single pct_b,CADJPY,2010-09-15,top,timeout,False,20,3
single pct_b,CADJPY,2010-10-18,bottom,reversal,False,17,2
single pct_b,CADJPY,2010-12-02,top,timeout,False,20,2
single pct_b,CADJPY,2011-02-11,top,timeout,False,20,2
single pct_b,CADJPY,2011-03-15,bottom,continuation,False,1,2
single pct_b,CADJPY,2011-05-05,bottom,timeout,False,20,2
single pct_b,CADJPY,2011-06-03,bottom,timeout,False,20,2
single pct_b,CADJPY,2011-07-29,bottom,continuation,False,7,3
single pct_b,CADJPY,2011-08-10,bottom,timeout,False,20,3
single pct_b,CADJPY,2011-09-20,bottom,continuation,False,2,2
single pct_b,CADJPY,2011-10-31,top,timeout,False,20,3
single pct_b,CADJPY,2012-01-24,top,continuation,False,18,3
single pct_b,CADJPY,2012-04-06,bottom,timeout,False,20,2
single pct_b,CADJPY,2012-05-09,bottom,continuation,False,16,3
single pct_b,CADJPY,2012-07-03,top,timeout,False,20,3
single pct_b,CADJPY,2012-08-09,top,timeout,False,20,3
single pct_b,CADJPY,2012-09-14,top,reversal,False,8,2
single pct_b,CADJPY,2012-11-08,bottom,reversal,False,5,2
single pct_b,CADJPY,2012-11-19,top,continuation,False,17,3
single pct_b,CADJPY,2013-01-02,top,timeout,False,20,3
single pct_b,CADJPY,2013-02-01,top,timeout,False,20,3
single pct_b,CADJPY,2013-04-04,top,continuation,False,5,2
single pct_b,CADJPY,2013-05-09,top,timeout,False,20,3
single pct_b,CADJPY,2013-06-14,bottom,timeout,False,20,3
single pct_b,CADJPY,2013-08-06,bottom,timeout,False,20,2
single pct_b,CADJPY,2013-09-09,top,timeout,False,20,3
single pct_b,CADJPY,2013-11-15,top,timeout,False,20,3
single pct_b,CADJPY,2014-01-10,bottom,continuation,False,11,3
single pct_b,CADJPY,2014-03-06,top,reversal,False,9,3
single pct_b,CADJPY,2014-05-08,top,timeout,False,20,2
single pct_b,CADJPY,2014-06-19,top,continuation,False,2,1
single pct_b,CADJPY,2014-07-03,top,timeout,False,20,3
single pct_b,CADJPY,2014-08-05,bottom,reversal,False,12,2
single pct_b,CADJPY,2014-08-27,top,continuation,False,15,3
single pct_b,CADJPY,2014-10-13,bottom,continuation,False,1,0
single pct_b,CADJPY,2014-12-15,bottom,timeout,False,20,3
single pct_b,CADJPY,2015-01-21,bottom,timeout,False,20,2
single pct_b,CADJPY,2015-03-04,top,reversal,False,19,1
single pct_b,CADJPY,2015-04-07,top,continuation,False,12,2
single pct_b,CADJPY,2015-06-02,top,reversal,False,20,2
single pct_b,CADJPY,2015-07-03,bottom,timeout,False,20,3
single pct_b,CADJPY,2015-08-21,bottom,continuation,False,1,3
single pct_b,CADJPY,2015-09-28,bottom,reversal,False,5,2
single pct_b,CADJPY,2015-10-09,top,timeout,False,20,3
single pct_b,CADJPY,2015-12-07,bottom,continuation,False,2,2
single pct_b,CADJPY,2016-01-29,top,timeout,False,20,3
single pct_b,CADJPY,2016-04-05,bottom,reversal,False,13,2
single pct_b,CADJPY,2016-06-03,bottom,continuation,False,15,2
single pct_b,CADJPY,2016-08-31,top,reversal,False,11,1
single pct_b,CADJPY,2016-11-02,bottom,reversal,False,8,2
single pct_b,CADJPY,2017-01-23,bottom,timeout,False,20,3
single pct_b,CADJPY,2017-03-21,bottom,continuation,False,18,3
single pct_b,CADJPY,2017-04-18,bottom,timeout,False,20,3
single pct_b,CADJPY,2017-06-16,top,continuation,False,11,3
single pct_b,CADJPY,2017-08-03,bottom,timeout,False,20,2
single pct_b,CADJPY,2017-09-01,top,timeout,False,20,3
single pct_b,CADJPY,2017-10-25,bottom,timeout,False,20,3
single pct_b,CADJPY,2017-12-27,top,timeout,False,20,3
single pct_b,CADJPY,2018-02-05,bottom,continuation,False,7,2
single pct_b,CADJPY,2018-02-15,bottom,timeout,False,20,3
single pct_b,CADJPY,2018-04-05,top,timeout,False,20,3
single pct_b,CADJPY,2018-05-08,bottom,reversal,False,2,2
single pct_b,CADJPY,2018-05-16,top,reversal,False,9,3
single pct_b,CADJPY,2018-06-19,bottom,reversal,False,18,3
single pct_b,CADJPY,2018-07-31,top,reversal,False,8,2
single pct_b,CADJPY,2018-08-29,top,timeout,False,20,3
single pct_b,CADJPY,2018-11-20,bottom,timeout,False,20,3
single pct_b,CADJPY,2019-03-22,bottom,timeout,False,20,3
single pct_b,CADJPY,2019-04-25,bottom,continuation,False,10,2
single pct_b,CADJPY,2019-05-13,bottom,timeout,False,20,3
single pct_b,CADJPY,2019-06-26,top,timeout,False,20,2
single pct_b,CADJPY,2019-08-01,bottom,continuation,False,4,3
single pct_b,CADJPY,2019-09-05,top,timeout,False,20,2
single pct_b,CADJPY,2019-10-15,top,timeout,False,20,3
single pct_b,CADJPY,2019-11-14,bottom,timeout,False,20,2
single pct_b,CADJPY,2019-12-18,top,timeout,False,20,3
single pct_b,CADJPY,2020-01-16,top,reversal,False,7,3
single pct_b,CADJPY,2020-01-31,bottom,reversal,False,14,3
single pct_b,CADJPY,2020-02-28,bottom,continuation,False,6,3
single pct_b,CADJPY,2020-05-06,bottom,reversal,False,15,3
single pct_b,CADJPY,2020-06-01,top,timeout,False,20,3
single pct_b,CADJPY,2020-07-22,top,reversal,False,4,2
single pct_b,CADJPY,2020-07-30,bottom,reversal,False,8,3
single pct_b,CADJPY,2020-08-12,top,timeout,False,20,3
single pct_b,CADJPY,2020-09-16,bottom,timeout,False,20,2
single pct_b,CADJPY,2020-10-28,bottom,reversal,False,8,3
single pct_b,CADJPY,2020-12-04,top,timeout,False,20,3
single pct_b,CADJPY,2021-01-07,top,timeout,False,20,3
single pct_b,CADJPY,2021-02-05,top,continuation,False,13,3
single pct_b,CADJPY,2021-04-20,bottom,reversal,False,7,3
single pct_b,CADJPY,2021-05-06,top,timeout,False,20,3
single pct_b,CADJPY,2021-06-17,bottom,timeout,False,20,3
single pct_b,CADJPY,2021-07-19,bottom,reversal,False,16,2
single pct_b,CADJPY,2021-08-17,bottom,continuation,False,3,2
single pct_b,CADJPY,2021-09-17,bottom,reversal,False,6,2
single pct_b,CADJPY,2021-10-08,top,timeout,False,20,3
single pct_b,CADJPY,2021-11-09,bottom,continuation,False,13,3
single pct_b,CADJPY,2021-12-31,top,timeout,False,20,3
single pct_b,CADJPY,2022-03-11,top,continuation,False,6,3
single pct_b,CADJPY,2022-05-12,bottom,reversal,False,14,3
single pct_b,CADJPY,2022-07-19,top,reversal,False,9,3
single pct_b,CADJPY,2022-08-29,top,timeout,False,20,3
single pct_b,CADJPY,2022-10-17,top,reversal,False,19,3
single pct_b,CADJPY,2022-12-01,bottom,timeout,False,20,3
single pct_b,CADJPY,2023-02-13,top,timeout,False,20,2
single pct_b,CADJPY,2023-03-15,bottom,timeout,False,20,3
single pct_b,CADJPY,2023-05-01,top,reversal,False,2,2
single pct_b,CADJPY,2023-07-12,bottom,timeout,False,20,3
single pct_b,CADJPY,2023-09-13,top,continuation,False,12,2
single pct_b,CADJPY,2023-10-27,bottom,reversal,False,11,3
single pct_b,CADJPY,2023-11-15,top,reversal,False,4,3
single pct_b,CADJPY,2023-12-07,bottom,timeout,False,20,3
single pct_b,CADJPY,2024-01-10,top,timeout,False,20,2
single pct_b,CADJPY,2024-02-08,top,timeout,False,20,2
single pct_b,CADJPY,2024-04-18,top,continuation,False,6,2
single pct_b,CADJPY,2024-06-04,bottom,reversal,False,16,3
single pct_b,CADJPY,2024-07-17,bottom,continuation,False,10,3
single pct_b,CADJPY,2024-08-02,bottom,timeout,False,20,3
single pct_b,CADJPY,2024-09-06,bottom,reversal,False,19,2
single pct_b,CADJPY,2024-10-04,top,timeout,False,20,3
single pct_b,CADJPY,2024-11-27,bottom,timeout,False,20,3
single pct_b,CADJPY,2025-01-16,bottom,continuation,False,12,2
single pct_b,CADJPY,2025-02-06,bottom,continuation,False,18,2
single pct_b,CADJPY,2025-03-24,top,timeout,False,20,3
single pct_b,CADJPY,2025-05-01,top,timeout,False,20,2
single pct_b,CADJPY,2025-06-10,top,timeout,False,20,2
single pct_b,CADJPY,2025-07-11,top,timeout,False,20,3
single pct_b,CADJPY,2025-10-01,bottom,reversal,False,4,3
single pct_b,CADJPY,2025-11-18,top,timeout,False,20,3
single pct_b,CADJPY,2025-12-19,top,timeout,False,20,3
single pct_b,CADJPY,2026-01-26,bottom,reversal,False,7,2
single pct_b,CADJPY,2026-03-06,top,timeout,False,20,3
single pct_b,CADJPY,2026-04-20,top,timeout,False,20,3
single pct_b,CADJPY,2026-06-08,bottom,continuation,False,8,1
single pct_b,CADJPY,2026-07-14,top,reversal,False,12,3
single pct_b,CADJPY,2026-07-31,bottom,timeout,False,20,3
single pct_b,AUDJPY,2009-02-24,top,timeout,False,20,3
single pct_b,AUDJPY,2009-03-26,top,timeout,False,20,3
single pct_b,AUDJPY,2009-05-07,top,timeout,False,20,3
single pct_b,AUDJPY,2009-07-08,bottom,reversal,False,13,3
single pct_b,AUDJPY,2009-10-08,top,continuation,False,5,2
single pct_b,AUDJPY,2009-11-26,bottom,timeout,False,20,3
single pct_b,AUDJPY,2009-12-31,top,timeout,False,20,3
single pct_b,AUDJPY,2010-02-04,bottom,timeout,False,20,3
single pct_b,AUDJPY,2010-03-31,top,timeout,False,20,3
single pct_b,AUDJPY,2010-05-05,bottom,continuation,False,1,1
single pct_b,AUDJPY,2010-05-19,bottom,timeout,False,20,3
single pct_b,AUDJPY,2010-08-24,bottom,reversal,False,16,3
single pct_b,AUDJPY,2010-10-19,bottom,reversal,False,12,2
single pct_b,AUDJPY,2010-11-30,bottom,reversal,False,9,2
single pct_b,AUDJPY,2010-12-14,top,timeout,False,20,3
single pct_b,AUDJPY,2011-01-14,bottom,reversal,False,15,1
single pct_b,AUDJPY,2011-03-15,bottom,continuation,False,2,3
single pct_b,AUDJPY,2011-05-05,bottom,timeout,False,20,3
single pct_b,AUDJPY,2011-06-08,bottom,timeout,False,20,2
single pct_b,AUDJPY,2011-07-07,top,reversal,False,3,3
single pct_b,AUDJPY,2011-08-05,bottom,continuation,False,2,3
single pct_b,AUDJPY,2011-09-14,bottom,continuation,False,6,2
single pct_b,AUDJPY,2011-10-14,top,timeout,False,20,3
single pct_b,AUDJPY,2011-11-17,bottom,timeout,False,20,3
single pct_b,AUDJPY,2012-01-18,top,continuation,False,5,2
single pct_b,AUDJPY,2012-04-04,bottom,timeout,False,20,3
single pct_b,AUDJPY,2012-07-03,top,timeout,False,20,2
single pct_b,AUDJPY,2012-08-03,top,timeout,False,20,3
single pct_b,AUDJPY,2012-09-03,bottom,timeout,False,20,3
single pct_b,AUDJPY,2012-10-17,top,timeout,False,20,2
single pct_b,AUDJPY,2012-11-16,top,continuation,False,6,2
single pct_b,AUDJPY,2012-12-31,top,continuation,False,8,2
single pct_b,AUDJPY,2013-02-25,bottom,reversal,False,8,2
single pct_b,AUDJPY,2013-03-08,top,timeout,False,20,3
single pct_b,AUDJPY,2013-05-23,bottom,continuation,False,10,3
single pct_b,AUDJPY,2013-06-11,bottom,timeout,False,20,3
single pct_b,AUDJPY,2013-07-30,bottom,timeout,False,20,3
single pct_b,AUDJPY,2013-09-04,top,timeout,False,20,3
single pct_b,AUDJPY,2013-11-19,top,reversal,False,3,1
single pct_b,AUDJPY,2013-12-17,bottom,timeout,False,20,2
single pct_b,AUDJPY,2014-01-16,bottom,continuation,False,6,2
single pct_b,AUDJPY,2014-03-06,top,timeout,False,20,3
single pct_b,AUDJPY,2014-04-24,bottom,continuation,False,19,1
single pct_b,AUDJPY,2014-07-01,top,reversal,False,7,1
single pct_b,AUDJPY,2014-07-17,bottom,timeout,False,20,3
single pct_b,AUDJPY,2014-08-21,top,timeout,False,20,3
single pct_b,AUDJPY,2014-09-25,bottom,continuation,False,14,3
single pct_b,AUDJPY,2014-10-31,top,timeout,False,20,3
single pct_b,AUDJPY,2014-12-09,bottom,continuation,False,5,3
single pct_b,AUDJPY,2015-01-06,bottom,continuation,False,13,2
single pct_b,AUDJPY,2015-01-28,bottom,timeout,False,20,3
single pct_b,AUDJPY,2015-03-23,top,reversal,False,5,2
single pct_b,AUDJPY,2015-03-31,bottom,reversal,False,20,2
single pct_b,AUDJPY,2015-06-29,bottom,continuation,False,5,2
single pct_b,AUDJPY,2015-08-21,bottom,continuation,False,1,3
single pct_b,AUDJPY,2015-10-09,top,timeout,False,20,3
single pct_b,AUDJPY,2015-11-19,top,timeout,False,20,3
single pct_b,AUDJPY,2016-01-04,bottom,continuation,False,5,3
single pct_b,AUDJPY,2016-02-01,top,reversal,False,8,3
single pct_b,AUDJPY,2016-03-03,top,timeout,False,20,2
single pct_b,AUDJPY,2016-04-05,bottom,continuation,False,20,2
single pct_b,AUDJPY,2016-06-14,bottom,reversal,False,7,2
single pct_b,AUDJPY,2016-06-24,bottom,reversal,False,12,2
single pct_b,AUDJPY,2016-10-04,top,timeout,False,20,2
single pct_b,AUDJPY,2016-11-07,top,reversal,False,2,3
single pct_b,AUDJPY,2016-11-10,top,continuation,False,17,2
single pct_b,AUDJPY,2017-01-19,top,timeout,False,20,3
single pct_b,AUDJPY,2017-03-22,bottom,continuation,False,11,2
single pct_b,AUDJPY,2017-06-15,top,continuation,False,10,2
single pct_b,AUDJPY,2017-07-03,top,reversal,False,2,1
single pct_b,AUDJPY,2017-08-09,bottom,timeout,False,20,3
single pct_b,AUDJPY,2017-09-12,top,timeout,False,20,2
single pct_b,AUDJPY,2017-11-15,bottom,timeout,False,20,3
single pct_b,AUDJPY,2017-12-14,top,continuation,False,9,2
single pct_b,AUDJPY,2018-02-02,bottom,continuation,False,2,2
single pct_b,AUDJPY,2018-02-07,bottom,continuation,False,17,3
single pct_b,AUDJPY,2018-03-16,bottom,timeout,False,20,3
single pct_b,AUDJPY,2018-05-08,bottom,reversal,False,9,3
single pct_b,AUDJPY,2018-06-06,top,reversal,False,9,3
single pct_b,AUDJPY,2018-07-12,top,timeout,False,20,3
single pct_b,AUDJPY,2018-08-10,bottom,continuation,False,20,2
single pct_b,AUDJPY,2018-10-10,bottom,reversal,False,20,3
single pct_b,AUDJPY,2018-12-03,top,reversal,False,3,3
single pct_b,AUDJPY,2018-12-19,bottom,continuation,False,11,3
single pct_b,AUDJPY,2019-01-31,top,continuation,False,3,0
single pct_b,AUDJPY,2019-03-22,bottom,reversal,False,15,2
single pct_b,AUDJPY,2019-06-12,bottom,continuation,False,4,1
single pct_b,AUDJPY,2019-07-26,bottom,continuation,False,4,2
single pct_b,AUDJPY,2019-09-05,top,timeout,False,20,3
single pct_b,AUDJPY,2019-10-17,top,timeout,False,20,3
single pct_b,AUDJPY,2019-12-12,top,timeout,False,20,3
single pct_b,AUDJPY,2020-01-27,bottom,timeout,False,20,3
single pct_b,AUDJPY,2020-02-26,bottom,continuation,False,2,2
single pct_b,AUDJPY,2020-03-09,bottom,continuation,False,8,3
single pct_b,AUDJPY,2020-04-09,top,timeout,False,20,2
single pct_b,AUDJPY,2020-05-20,top,continuation,False,9,3
single pct_b,AUDJPY,2020-07-21,top,timeout,False,20,2
single pct_b,AUDJPY,2020-08-27,top,reversal,False,17,2
single pct_b,AUDJPY,2020-10-28,bottom,reversal,False,8,3
single pct_b,AUDJPY,2020-12-10,top,timeout,False,20,3
single pct_b,AUDJPY,2021-02-05,top,continuation,False,10,2
single pct_b,AUDJPY,2021-06-17,bottom,timeout,False,20,3
single pct_b,AUDJPY,2021-07-19,bottom,timeout,False,20,3
single pct_b,AUDJPY,2021-09-21,bottom,reversal,False,14,3
single pct_b,AUDJPY,2021-11-09,bottom,continuation,False,15,3
single pct_b,AUDJPY,2021-12-03,bottom,reversal,False,9,3
single pct_b,AUDJPY,2021-12-23,top,timeout,False,20,3
single pct_b,AUDJPY,2022-01-21,bottom,timeout,False,20,3
single pct_b,AUDJPY,2022-03-02,top,continuation,False,12,3
single pct_b,AUDJPY,2022-04-26,bottom,timeout,False,20,2
single pct_b,AUDJPY,2022-06-01,top,timeout,False,20,3
single pct_b,AUDJPY,2022-07-19,top,reversal,False,10,2
single pct_b,AUDJPY,2022-09-06,top,reversal,False,15,2
single pct_b,AUDJPY,2022-11-11,bottom,timeout,False,20,1
single pct_b,AUDJPY,2022-12-20,bottom,timeout,False,20,3
single pct_b,AUDJPY,2023-03-07,bottom,continuation,False,6,3
single pct_b,AUDJPY,2023-06-06,top,continuation,False,7,3
single pct_b,AUDJPY,2023-07-10,bottom,timeout,False,20,3
single pct_b,AUDJPY,2023-09-15,top,continuation,False,10,2
single pct_b,AUDJPY,2023-10-31,top,continuation,False,11,2
single pct_b,AUDJPY,2023-12-07,bottom,timeout,False,20,3
single pct_b,AUDJPY,2024-01-31,bottom,reversal,False,12,1
single pct_b,AUDJPY,2024-03-20,top,timeout,False,20,3
single pct_b,AUDJPY,2024-04-24,top,continuation,False,3,3
single pct_b,AUDJPY,2024-06-18,top,continuation,False,9,2
single pct_b,AUDJPY,2024-07-22,bottom,continuation,False,1,0
single pct_b,AUDJPY,2024-08-02,bottom,timeout,False,20,3
single pct_b,AUDJPY,2024-09-06,bottom,reversal,False,12,2
single pct_b,AUDJPY,2024-11-06,top,reversal,False,7,2
single pct_b,AUDJPY,2024-11-26,bottom,timeout,False,20,3
single pct_b,AUDJPY,2025-01-16,bottom,timeout,False,20,2
single pct_b,AUDJPY,2025-02-21,bottom,continuation,False,7,2
single pct_b,AUDJPY,2025-04-04,bottom,timeout,False,20,3
single pct_b,AUDJPY,2025-05-12,top,timeout,False,20,3
single pct_b,AUDJPY,2025-06-10,top,timeout,False,20,2
single pct_b,AUDJPY,2025-08-04,bottom,timeout,False,20,2
single pct_b,AUDJPY,2025-09-11,top,timeout,False,20,3
single pct_b,AUDJPY,2025-12-05,top,timeout,False,20,3
single pct_b,AUDJPY,2026-01-21,top,continuation,False,10,3
single pct_b,AUDJPY,2026-02-06,top,timeout,False,20,3
single pct_b,AUDJPY,2026-03-11,top,timeout,False,20,3
single pct_b,AUDJPY,2026-06-05,bottom,timeout,False,20,2
single pct_b,AUDJPY,2026-07-21,top,reversal,False,7,3
single pct_b,AUDJPY,2026-07-31,bottom,reversal,False,10,2
single pct_b,NZDJPY,2009-03-12,top,continuation,False,15,3
